Recorder,Date,Month,Plant_ID,Quad1,Height_cm,Canopy_x_cm,Canopy_y_cm,Notes,,Quad2,,,,,,,,,,,,,,,,
BW,3/4/24,March,D5.AVEBAR.1,C,15,9,7,,,,,,,,,,,,,,,,,,,
BW,3/4/24,March,E2.AVEBAR.1,BL/C,7.5,15,14.75,,,,,,,,,,,,,,,,,,,
BW,3/4/24,March,E4.AVEBAR.1,CL,11,10,6,,,,,,,,,,,,,,,,,,,
BW,3/4/24,March,F2.AVEBAR.1,BL,6,33.5,28,,,,,,,,,,,,,,,,,,,
BW,3/4/24,March,F7.AVEBAR.1,CL,9,24.5,23.5,,,,,,,,,,,,,,,,,,,
BW,3/4/24,March,G4.AVEBAR.1-E4,BL,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,3/6/24,March,H3.AVEBAR.1,C,9,5,5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,I3.AVEBAR.1,NA,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,J4.AVEBAR.1,TC,9.5,21,17.5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,J7.AVEBAR.1,NA,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,A6.AVEFAT.1,CR,26.5,12,9,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,A7.AVEFAT.1,C/TL,26.5,59.5,43,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,B3.AVEFAT.1-A6,TR,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,B6.AVEFAT.1-A7,BL,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,C2.AVEFAT.1-A7,BR,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,D7.AVEFAT.1,TL,17,12.5,9,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,D8.AVEFAT.1,TL,9.25,13.5,5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,E5.AVEFAT.1,CB,14,11.5,10.25,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,E6.AVEFAT.1,BR,7.25,10,7,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,F6.AVEFAT.1-D7,TC,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,G3.AVEFAT.1-E6,TL,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,H1.AVEFAT.1,C/TR,10,6.5,3.5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,H8.AVEFAT.1,BC,11.75,17.5,6,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,I2.AVEFAT.1,NA,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,J5.AVEFAT.1,NA,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,J8.AVEFAT.1,TL,N/A,N/A,N/A,NF,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,A2.BROARE.1,BR,17.5,23.75,13,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,A4.BROARE.1,TC,30,30,19,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,B8.BROARE.1,TC,26,25.5,19.25,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,C6.BROARE.1,BL,27.5,20.5,15,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,C7.BROARE.1,TL,14,7.5,2.75,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,D3.BROARE.1,MC,9.5,2,0.5,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,D5.BROARE.1,TR,15,5.25,3.5,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,E2.BROARE.1,TL,24.75,14.25,10,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,E4.BROARE.1,TC,20.5,15,11.5,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,F2.BROARE.1,BL,15.5,11,7.75,"wrong ID, new tp added",,,,,,,,,,,,,,,,,,
LG,3/4/24,March,F7.BROARE.1,TR,17,8.25,3.75,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,G4.BROARE.1,MC,17.25,16,7,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,H3.BROARE.1,BL,13.5,1.5,0.5,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,I3.BROARE.1,MC,24,12,9,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,J4.BROARE.1,BC,20,9.25,7,,,,,,,,,,,,,,,,,,,
LG,3/4/24,March,J7.BROARE.1,MC,24,8.75,6,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,A1.BRODIA.1,C,8.75,9.75,8.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,B4.BRODIA.1,CL,12.25,13,10.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C3.BRODIA.1,TC,6,13.25,12,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C8.BRODIA.1,BR,5.5,6,2,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,D1.BRODIA.1,BR,3,4.75,3.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,E1.BRODIA.1,BR,3,5.5,6,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,E3.BRODIA.1,BR,7.5,6,2.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,F1.BRODIA.1,BL,5.5,13.5,13,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,G6.BRODIA.1,CL,4.5,10.25,7.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,G7.BRODIA.1,TR,4.5,10.75,9.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,H2.BRODIA.1,BL,3.5,21.25,16.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,H6.BRODIA.1,TR,2.5,13.5,10.25,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,I5.BRODIA.1-B4,C/CR,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,I6.BRODIA.1-J2,C/CB,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,I8.BRODIA.1-C3,CL,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,3/6/24,March,J2.BRODIA.1,CB,6,16.5,17.5,?,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,A3.BRODIA.1,CB,4,14.5,23,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,B1.BRODIA.1,BR,5.25,12,11.75,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,B7.BRODIA.1,CL,10.75,18.5,11,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,C4.BRODIA.1,TL,6.75,19,13.25,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,C5.BRODIA.1,CB,5,14,10.25,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,D2.BRODIA.1,TR,4.75,6.75,3.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,D6.BRODIA.1,C,6.25,9,8.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,E8.BRODIA.1,BR,6.5,7.75,4.75,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,F3.BRODIA.1,TR,6,7.5,3.75,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,F8.BRODIA.1,C,6,12.5,12.5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,G1.BRODIA.1,BL,6.5,4.5,2.5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,G8.BRODIA.1,C,6,13.5,10.5,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,H5.BRODIA.1,C,10.25,52,46,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,I1.BRODIA.1,C,8.25,29.25,18.5,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,I4.BRODIA.1,C,6.75,23,23.75,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,J1.BRODIA.1,BR,13.75,20,8.5,"NF, new tp added",,TR,,,,,,,,,,,,,,,,
BW,3/7/24,March,A5.BRODIA.1,C,4.5,8.5,7.5,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,A8.BRODIA.1,CL,6.5,16.25,11.5,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,B2.BRODIA.1,BL,6.25,10.75,9.25,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,B5.BRODIA.1,CR,4.75,12.25,15,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,C1.BRODIA.1,BR,6,10.75,14.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,D4.BRODIA.1,C,4,6.75,2.75,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,E7.BRODIA.1,TL,4,7,5,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,F4.BRODIA.1,BL,5,13.25,10,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,F5.BRODIA.1,CB,6,3,7,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,G2.BRODIA.1,C,3,10.25,7.5,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,G5.BRODIA.1,TR,3.75,16,13.5,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,H4.BRODIA.1,TR,3,13.75,11.5,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,H7.BRODIA.1,TL,3.25,13.5,11.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,I7.BRODIA.1,TL,5.75,16,15.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,J3.BRODIA.1,C,8.75,37.25,28.75,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,J6.BRODIA.1,CT,7.5,25.75,19.75,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,A6.BRODIA.1,TR,17.75,41.5,30.5,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,A7.BRODIA.1,TR,21.5,20,29,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,B3.BRODIA.1,CR,16.75,16.25,7.25,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,B6.BRODIA.1,CT,17,15.25,2.5,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,C2.BRODIA.1,CL,18,14.5,10.5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,D7.BRODIA.1,CB,16.5,16.5,6.5,,,,,,,,,,,,,,,,,,,
OH,3/4/24,March,D8.BRODIA.1,TL,13,9.5,7.75,,,,,,,,,,,,,,,,,,,
SH,3/4/24,March,E5.BRODIA.1,CT,8,10,1.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,E6.BRODIA.1,CB,9.25,5.25,4.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,F6.BRODIA.1,C,10,9.5,1,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,G3.BRODIA.1,CL,12,12.5,6,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,H1.BRODIA.1,CB,14.5,22.25,15.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,H8.BRODIA.1,BR,14,16.75,13.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,I2.BRODIA.1,CL,15.25,17,2.75,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,J5.BRODIA.1,CB,15.75,17,2.75,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,J8.BRODIA.1,BL,16,9,5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,A2.BRODIA.1,BR,9,15.5,15.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,A4.BRODIA.1,TR,15.25,28.75,23,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,B8.BRODIA.1,BL,3.25,20.75,24.75,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C6.BRODIA.1,CR,22.25,20,21.75,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C7.BRODIA.1,TR,11,19.75,14.75,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,D3.BRODIA.1,C,8,8.5,2,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,D5.BRODIA.1,CB,13.5,7.75,4.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,E2.BRODIA.1,BR,9,21.5,21.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,E4.BRODIA.1,CT,20.5,17.75,11.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,F2.BRODIA.1,BL,4,15.25,10.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,F7.BRODIA.1,BL,4.5,10.75,7.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,G4.BRODIA.1,CT,2.5,19,16,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,H3.BRODIA.1,TR,8.5,8.25,2.75,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,I3.BRODIA.1,C,4,15,16.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,J4.BRODIA.1,TL,6.5,11.75,12.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,J7.BRODIA.1,CT,6.75,12,3.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,A1.BROHOR.1,CB,1.75,9.25,8.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,B4.BROHOR.1,CT,4,7.25,2.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C3.BROHOR.1,CL,5,11,10,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C8.BROHOR.1,CL,6,10.5,5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,D1.BROHOR.1,C,4.75,11,9.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,E1.BROHOR.1,BL,4.5,6,1.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,E3.BROHOR.1,C,9.5,6.25,1,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,F1.BROHOR.1,TL,4.75,9,8,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,G6.BROHOR.1,CR,4.25,11.75,10.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,G7.BROHOR.1,CT,3,7.75,6.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,H2.BROHOR.1,BR,3.5,6.25,3.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,H6.BROHOR.1,BR,4,3.5,1.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,I5.BROHOR.1,TR/C,7.75,10,7.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,I6.BROHOR.1,CR,5,19.5,16.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,I8.BROHOR.1,CL,4,9.5,10,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,J2.BROHOR.1,C,5.5,8.5,6.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,A3.BROHOR.1,CB,4.5,7.5,7.25,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,B1.BROHOR.1,BR,6.25,11,3,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,B7.BROHOR.1,CT,5,7.5,5.75,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C4.BROHOR.1,CL,6.25,10.5,8,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,C5.BROHOR.1,TL,10.25,5.25,9.5,,,,,,,,,,,,,,,,,,,
NM,3/4/24,March,D2.BROHOR.1,C,7,4.75,4.25,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,D6.BROHOR.1,C,5,10,7,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,E8.BROHOR.1,TR/C,6.75,5,5,,,,,,,,,,,,,,,,,,,
Ingrid,3/4/24,March,F3.BROHOR.1,BC/BL,4.25,8.5,0.5,,,,,,,,,,,,,,,,,,,
Ingrid,3/4/24,March,F8.BROHOR.1,CR/TR,5.75,0.75,13.5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,G1.BROHOR.1,CL,8,11,12,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,G8.BROHOR.1,TC,3.5,7,3,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,H5.BROHOR.1,CL,3,9,2.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,I1.BROHOR.1,CR,4,18.5,7,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,I4.BROHOR.1,CR/C,3.5,9.5,9.75,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,J1.BROHOR.1,C,9.5,7.5,3,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,A5.BROHOR.1,BR,5,1,3.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,A8.BROHOR.1,C,4.75,4.5,12.5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,B2.BROHOR.1,C,4.75,10,9.5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,B5.BROHOR.1,TC,4.5,10,10,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,C1.BROHOR.1,C/CL,4.5,0.25,3.5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,D4.BROHOR.1,C,4.75,6.5,5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,E7.BROHOR.1,BL,4.5,6.75,3,,,,,,,,,,,,,,,,,,,
Ingrid,3/4/24,March,F4.BROHOR.1,C,2.75,9.5,2,,,,,,,,,,,,,,,,,,,
Ingrid,3/4/24,March,F5.BROHOR.1,C,3.5,0.25,5.5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,G2.BROHOR.1,TR,4,9.5,9,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,G5.BROHOR.1,CB,4.5,5,4,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,H4.BROHOR.1,TR,5.75,3.5,2.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,H7.BROHOR.1,TR,4.5,5.75,7.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,I7.BROHOR.1,TR,2.5,5.5,3.5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,J3.BROHOR.1,CL,4,8,11,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,J6.BROHOR.1,C,3.75,10,9,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,A6.BROHOR.1,BL,5,15.5,11,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,A7.BROHOR.1,TC,10.25,4.5,7.75,,,,,,,,,,,,,,,,,,,
BW,3/12/24,March,B3.BROHOR.1,TL,8.5,17,6,,not found,,,,,,,,,,,,,,,,,
BW,3/12/24,March,B6.BROHOR.1,CL,6,10,8,,not found,,,,,,,,,,,,,,,,,
IH,3/4/24,March,C2.BROHOR.1,BR,9.5,0.25,3.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,D7.BROHOR.1,CR,4.5,1,5.5,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,D8.BROHOR.1,BR,8.5,7.25,8,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,E5.BROHOR.1,BL,6,8.5,3,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,E6.BROHOR.1,TL,5.75,3,3,,,,,,,,,,,,,,,,,,,
BW,3/12/24,March,F6.BROHOR.1,TR,2.75,11.5,10,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,G3.BROHOR.1,BL,8.25,8,4.25,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,H1.BROHOR.1,BR,7.5,0.25,13,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,H8.BROHOR.1,TL,6.5,2.5,3.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,I2.BROHOR.1,BL,10.5,0.25,13,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,J5.BROHOR.1,CT,17,19,16,,,,,,,,,,,,,,,,,,,
Temo,3/4/24,March,J8.BROHOR.1,BL,7.5,1.5,3,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,A5.BROMAD.1,C,2.5,1.5,1.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,A8.BROMAD.1,CR,6.5,11,7.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,B2.BROMAD.1,BR,3,4.75,7.5,,,,,,,,,,,,,,,,,,,
IH,3/4/24,March,B5.BROMAD.1,CR,3.5,9.75,10.5,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,C1.BROMAD.1,C,4,3.5,1,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,D4.BROMAD.1,CB,5.5,8,3,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,E7.BROMAD.1,TR,5,4.5,3.75,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,F4.BROMAD.1,TR,5,2.5,0.25,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,F5.BROMAD.1,TR,4.25,7,0.25,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,G2.BROMAD.1,BL,4.5,5.5,0.25,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,G5.BROMAD.1,C,6,6.5,0.25,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,H4.BROMAD.1,TR,6,0.5,4.5,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,H7.BROMAD.1,TC,4,5.75,0.25,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,I7.BROMAD.1,TL,8,19.5,18.5,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,J3.BROMAD.1,C,11.5,19,27,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,J6.BROMAD.1,C/BL,2.5,1,0.25,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,A6.BROMAD.1,BL,8.5,12,19,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,A7.BROMAD.1,TL,10.5,9,2.75,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,B3.BROMAD.1,BR,8,6,3.5,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,B6.BROMAD.1,BL,17.5,9,23,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,C2.BROMAD.1,C,9,6.5,3,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,D7.BROMAD.1,CR,5.25,7,10,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,D8.BROMAD.1,CR,10,0.25,4,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,E5.BROMAD.1,BR,8.5,4,3,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,E6.BROMAD.1,BR,475,4,2.5,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,F6.BROMAD.1,BC,6.5,11,4.5,"flooded,died, new TP added",,,,,,,,,,,,,,,,,,
LS,3/6/24,March,G3.BROMAD.1,BL,5,6.5,2.25,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,H1.BROMAD.1,TR,6,4.5,2.75,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,H8.BROMAD.1,BC,13,6,5,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,I2.BROMAD.1,CL,12.5,12,8,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,J5.BROMAD.1,CB,7,1,4,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,J8.BROMAD.1,BL,13.5,13,9,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,A2.BROMAD.1,BR,10.5,9.5,0.25,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,A4.BROMAD.1,C,16.25,15,13,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,B8.BROMAD.1,C,17.75,3,6,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,C6.BROMAD.1,TR,13.75,10,8.75,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,C7.BROMAD.1,TR,16.5,9,6.5,,,,,,,,,,,,,,,,,,,
BW,3/12/24,March,D3.BROMAD.1,TR,9,7,4.5,not found,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,D5.BROMAD.1,TR,14,8,4.75,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,E2.BROMAD.1,CR,9,11,4.75,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,E4.BROMAD.1,CB,2.25,4.5,1.5,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,F2.BROMAD.1,BL,4.75,8.5,0.5,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,F7.BROMAD.1,TR/C,8.5,8,4,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,G4.BROMAD.1,TL,6,14.5,13,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,H3.BROMAD.1,C,8.75,7.5,2,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,I3.BROMAD.1,BR,13,16,13,,,,,,,,,,,,,,,,,,,
MF,3/4/24,March,J4.BROMAD.1,TL,8.5,4.5,8.75,,,,,,,,,,,,,,,,,,,
LS,3/6/24,March,J7.BROMAD.1,TR/C,7.25,5,3.5,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,A6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,A7.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,B3.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,B6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,C2.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,D7.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,D8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,E5.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,E6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,F6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,G3.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,H1.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,H8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,I2.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,J5.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,J8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,A2.CAUCOU.1,NA,,,,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,A4.CAUCOU.1,na,,,,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,B8.CAUCOU.1,BR,15,10,7,is BRODIA.1 nearby?,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,C6.CAUCOU.1,NA,,,,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,C7.CAUCOU.1,NA,,,,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,D3.CAUCOU.1,NA,,,,NF,,,,,,,,,,,,,,,,,,
BW,3/7/24,March,D5.CAUCOU.1,NA,,,,"NF, LUPSUC Present",,,,,,,,,,,,,,,,,,
BW,3/7/24,March,E2.CAUCOU.1,NA,,,,NF,,,,,,,,,,,,,,,,,,
